"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","DRR751831","DRR751832","DRR751833","DRR751834","DRR751835","DRR751836","DRR751837","DRR751838","DRR751839","DRR751840","DRR751841"
"group_880","cscB","Sucrose permease","3","3","1","1","1846","1","2177","","428","1247","974","","","","","","FAHJDOHN_01320","PKFAGLNB_01451","","","COBIJBHN_00800",""
"group_903","papC_2","Outer membrane usher protein PapC","3","3","1","1","3516","101","1","","428","428","428","","","","","FEMKLHDF_03928","","","","MMGGOMGI_03972","","MMKPNOMF_04058"
"group_933","","hypothetical protein","3","3","1","1","1332","1","1718","","236","236","236","","","","","FEMKLHDF_05000","","","","MMGGOMGI_05234","","MMKPNOMF_05387"
"group_938","tmk_1","Thymidylate kinase","3","3","1","1","1801","57","3","","521","692","635","","KILBOEPI_00221","","","","","","DHLPIOKO_00222","","COBIJBHN_01565",""
"group_959","","hypothetical protein","3","3","1","1","2151","1","1333","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1364","1364","1364","","","","","FEMKLHDF_05062","","","","MMGGOMGI_05160","","MMKPNOMF_05306"
"group_974","","hypothetical protein","3","3","1","1","3350","1","1176","","983","1055","1031","","","HAOMLHEB_05450","GMHKIMCO_05430","","","","DHLPIOKO_05270","","",""
"group_989","","hypothetical protein","3","3","1","1","4168","1","1758","","191","191","191","","","HAOMLHEB_04393","GMHKIMCO_04352","","","","DHLPIOKO_04190","","",""
"group_10","rrrD_5","Lysozyme RrrD","2","2","1","43","2","267","2","","533","533","533","","","","","","FAHJDOHN_05110","PKFAGLNB_05221","","","",""
"group_1000","tssK1_2","Type VI secretion system baseplate component TssK1","2","2","1","8","41","10","17","","461","872","666","","","HAOMLHEB_05477","","","","","DHLPIOKO_05161","","",""
"group_1006","","hypothetical protein","2","2","1","1","4469","1","2036","","704","704","704","","","","","","FAHJDOHN_04838","PKFAGLNB_04825","","","",""
"group_1014","","hypothetical protein","2","2","1","20","3","93","3","","206","206","206","IFAABLLP_05552","","","GMHKIMCO_05638","","","","","","",""
"ydcD_2","","putative protein YdcD","2","2","1","2","177","40","2","","233","233","233","","","HAOMLHEB_05572","GMHKIMCO_05573","","","","","","",""
"group_1036","","hypothetical protein","2","2","1","1","2026","1","1374","","2477","2987","2732","","KILBOEPI_02903","","","","","PKFAGLNB_03990","","","",""
"group_1038","","hypothetical protein","2","2","1","1","2062","1","1412","","371","809","590","","KILBOEPI_02939","","","","","PKFAGLNB_04028","","","",""
"group_1041","","hypothetical protein","2","2","1","1","2081","1","1432","","281","578","429","","KILBOEPI_02962","","","","","PKFAGLNB_04932","","","",""
"group_1042","","hypothetical protein","2","2","1","1","2109","1","1461","","221","563","392","","KILBOEPI_02999","","","","","PKFAGLNB_04483","","","",""
"group_106","","hypothetical protein","2","2","1","85","1","546","1","Investigate","215","215","215","IFAABLLP_05570","","HAOMLHEB_05657","","","","","","","",""
"group_1066","","hypothetical protein","2","2","1","1","4776","1","1667","","233","233","233","","","HAOMLHEB_02616","GMHKIMCO_02825","","","","","","",""
"group_1073","","hypothetical protein","2","2","1","1","543","12","3","","368","368","368","","","","","","FAHJDOHN_00890","PKFAGLNB_00448","","","",""
"group_1087","","hypothetical protein","2","2","1","8","29","10","2","","278","278","278","","","","","","FAHJDOHN_04114","PKFAGLNB_04168","","","",""
"group_11","rrrD_3","Lysozyme RrrD","2","2","1","1","4020","1","1824","","335","362","348","","","","","FEMKLHDF_04802","FAHJDOHN_05031","","","","",""
"group_1104","","hypothetical protein","2","2","1","1","4178","1","1016","","1049","1049","1049","","","","","","FAHJDOHN_04931","PKFAGLNB_04992","","","",""
"group_111","","hypothetical protein","2","2","1","1","4147","1","1833","","206","215","210","","KILBOEPI_05545","","","","","","","","COBIJBHN_05194",""
"group_12","rrrD_2","Lysozyme RrrD","2","2","1","1","4018","1","349","","362","362","362","","","HAOMLHEB_05255","GMHKIMCO_05238","","","","","","",""
"group_124","","hypothetical protein","2","2","1","1","6395","1","1606","","629","629","629","","","HAOMLHEB_02630","GMHKIMCO_02839","","","","","","",""
"group_129","","ISAs1 family transposase ISEc1","2","2","1","1","3520","579","1","","239","239","239","","","","","FEMKLHDF_03942","","","","MMGGOMGI_03986","",""
"group_1334","","hypothetical protein","2","2","1","1","2817","1","105","","113","113","113","","","HAOMLHEB_03233","GMHKIMCO_01425","","","","","","",""
"group_134","","hypothetical protein","2","2","1","1","4089","1","1927","","1661","1661","1661","","KILBOEPI_05575","","","","","","","","COBIJBHN_05061",""
"group_135","","hypothetical protein","2","2","1","1","4084","1","1936","","1064","1661","1362","","","","","FEMKLHDF_04427","","","","","COBIJBHN_05080",""
"group_137","","hypothetical protein","2","2","1","1","4078","1","1940","","614","1661","1137","IFAABLLP_05235","","","","","","PKFAGLNB_05209","","","",""
"group_139","","hypothetical protein","2","2","1","1","4081","1","1929","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1256","1661","1458","","","HAOMLHEB_05577","","","","","DHLPIOKO_05299","","",""
"dinG_2","","3'-5' exonuclease DinG","2","2","1","1","899","1","778","","830","848","839","IFAABLLP_03457","","","","","","","","","COBIJBHN_04641",""
"group_1394","","IS6 family transposase IS26","2","2","1","1","907","1","776","","194","704","449","IFAABLLP_03459","","","","","","","","","","MMKPNOMF_05302"
"group_1395","","hypothetical protein","2","2","1","1","925","1","779","","383","458","420","IFAABLLP_03478","","","","","","","","","COBIJBHN_04640",""
"group_1396","","hypothetical protein","2","2","1","1","934","1","784","","590","590","590","IFAABLLP_03487","","","","","","","","","COBIJBHN_04638",""
"group_1397","","hypothetical protein","2","2","1","1","935","1","785","","257","260","258","IFAABLLP_03488","","","","","","","","","COBIJBHN_04637",""
"group_1398","","hypothetical protein","2","2","1","1","936","1","787","","413","413","413","IFAABLLP_03489","","","","","","","","","COBIJBHN_04635",""
"group_140","","hypothetical protein","2","2","1","26","1","117","1","Investigate","1139","1256","1197","","","","GMHKIMCO_05578","","","","","","","MMKPNOMF_05434"
"xerC_4","","Tyrosine recombinase XerC","2","2","1","1","937","1","788","","782","785","783","IFAABLLP_03490","","","","","","","","","COBIJBHN_04634",""
"gpFI_2","","Putative prophage major tail sheath protein","2","2","1","1","4913","1","1128","","1184","1184","1184","","","HAOMLHEB_04541","GMHKIMCO_04560","","","","","","",""
"group_1428","","hypothetical protein","2","2","1","1","4914","1","1129","","512","512","512","","","HAOMLHEB_04542","GMHKIMCO_04559","","","","","","",""
"group_151","","hypothetical protein","2","2","1","1","1664","534","1","","608","917","762","","KILBOEPI_00359","","","FEMKLHDF_00968","","","","","",""
"group_1517","","hypothetical protein","2","2","1","39","4","259","2","","293","293","293","","","","","","FAHJDOHN_05087","PKFAGLNB_05165","","","",""
"group_1534","lexA_4","LexA repressor","2","2","1","1","4704","1","957","","326","326","326","","","","","","","","","MMGGOMGI_05279","","MMKPNOMF_05401"
"group_1539","rusA_4","Crossover junction endodeoxyribonuclease RusA","2","2","1","1","4705","1","958","","389","389","389","","","","","","","","","MMGGOMGI_05278","","MMKPNOMF_05402"
"group_1556","","hypothetical protein","2","2","1","1","3984","1","329","","362","362","362","","","","","","FAHJDOHN_04978","PKFAGLNB_05040","","","",""
"group_1585","","hypothetical protein","2","2","1","1","4397","1","1896","","578","578","578","IFAABLLP_05473","KILBOEPI_05596","","","","","","","","",""
"group_16","","hypothetical protein","2","2","1","105","1","556","1","Investigate","113","461","287","","","","","","","","DHLPIOKO_05503","","COBIJBHN_05197",""
"group_160","","hypothetical protein","2","2","1","1","4204","1","1724","","221","422","321","","","","","","FAHJDOHN_04953","","","","COBIJBHN_04590",""
"group_1604","","hypothetical protein","2","2","1","1","4036","1","1913","","347","347","347","","","","","","FAHJDOHN_04875","PKFAGLNB_04891","","","",""
"group_1608","","hypothetical protein","2","2","1","1","4300","1","381","","515","1004","759","IFAABLLP_05401","","","","","","","DHLPIOKO_05473","","",""
"group_1638","","hypothetical protein","2","2","1","1","3720","1","216","","404","446","425","","KILBOEPI_00722","","","","","","DHLPIOKO_01757","","",""
"group_1639","","hypothetical protein","2","2","1","1","3723","1","214","","629","629","629","","KILBOEPI_00724","","","","","","DHLPIOKO_01759","","",""
"group_164","","hypothetical protein","2","2","1","1","4303","1","383","","2792","3413","3102","IFAABLLP_05399","","","","","","","DHLPIOKO_04238","","",""
"group_1642","","hypothetical protein","2","2","1","1","3461","1","844","","437","437","437","","KILBOEPI_01552","","","","","","DHLPIOKO_04763","","",""
"group_1643","","hypothetical protein","2","2","1","1","3459","1","842","","323","323","323","","KILBOEPI_01554","","","","","","DHLPIOKO_04765","","",""
"group_1644","","hypothetical protein","2","2","1","1","3455","1","838","","545","575","560","","KILBOEPI_01558","","","","","","DHLPIOKO_04769","","",""
"group_1645","","hypothetical protein","2","2","1","1","3447","1","833","","257","257","257","","KILBOEPI_01572","","","","","","DHLPIOKO_04774","","",""
"group_1649","","hypothetical protein","2","2","1","1","2018","1","1367","","557","557","557","","KILBOEPI_02897","","","","","PKFAGLNB_04506","","","",""
"group_165","","hypothetical protein","2","2","1","1","4299","1","385","","1883","2618","2250","","","","","","","","","MMGGOMGI_05122","COBIJBHN_05187",""
"group_1650","","hypothetical protein","2","2","1","1","2022","1","1370","","782","788","785","","KILBOEPI_02900","","","","","PKFAGLNB_04509","","","",""
"group_1651","","hypothetical protein","2","2","1","1","2028","1","1376","","1919","1919","1919","","KILBOEPI_02905","","","","","PKFAGLNB_03992","","","",""
"group_1652","","hypothetical protein","2","2","1","1","2044","1","1392","","476","476","476","","KILBOEPI_02922","","","","","PKFAGLNB_04011","","","",""
"group_1653","","hypothetical protein","2","2","1","1","2051","1","1400","","809","809","809","","KILBOEPI_02928","","","","","PKFAGLNB_04017","","","",""
"group_1654","","hypothetical protein","2","2","1","1","2056","1","1406","","464","464","464","","KILBOEPI_02933","","","","","PKFAGLNB_04022","","","",""
"group_1655","","hypothetical protein","2","2","1","1","2078","1","1428","","785","1217","1001","","KILBOEPI_02959","","","","","PKFAGLNB_05183","","","",""
"group_1656","","hypothetical protein","2","2","1","1","2080","1","1431","","245","245","245","","KILBOEPI_02961","","","","","PKFAGLNB_05185","","","",""
"group_1657","","hypothetical protein","2","2","1","1","2144","1","1494","","458","725","591","","KILBOEPI_02970","","","","","PKFAGLNB_04941","","","",""
"group_1658","","hypothetical protein","2","2","1","1","2136","1","1486","","542","842","692","","KILBOEPI_02978","","","","","PKFAGLNB_04464","","","",""
"group_1659","","hypothetical protein","2","2","1","1","2132","1","1482","","374","374","374","","KILBOEPI_02982","","","","","PKFAGLNB_04468","","","",""
"group_1660","","hypothetical protein","2","2","1","1","2115","1","1467","","179","179","179","","KILBOEPI_02991","","","","","PKFAGLNB_04478","","","",""
"group_1661","","hypothetical protein","2","2","1","1","2114","1","1466","","1043","1043","1043","","KILBOEPI_02992","","","","","PKFAGLNB_04479","","","",""
"group_1662","","hypothetical protein","2","2","1","1","2112","1","1464","","1193","1193","1193","","KILBOEPI_02994","","","","","PKFAGLNB_04481","","","",""
"group_167","rhsA","putative deoxyribonuclease RhsA","2","2","1","1","6101","32","10","","317","4736","2526","","KILBOEPI_05419","HAOMLHEB_05296","","","","","","","",""
"group_1683","parM_2","Plasmid segregation protein ParM","2","2","1","1","4953","1","1028","","431","485","458","","KILBOEPI_05271","","","","","","DHLPIOKO_05331","","",""
"group_1687","","hypothetical protein","2","2","1","1","1299","1","435","","152","212","182","","KILBOEPI_05550","","","FEMKLHDF_04976","","","","","",""
"rhsB","","putative deoxyribonuclease RhsB","2","2","1","1","6238","32","7","","4736","4736","4736","","","","GMHKIMCO_05296","","","","DHLPIOKO_05031","","",""
"group_1696","","hypothetical protein","2","2","1","97","1","521","1","Investigate","683","1433","1058","","KILBOEPI_05707","","","","","","","","","MMKPNOMF_05454"
"group_1697","","hypothetical protein","2","2","1","1","4406","1","1875","","326","488","407","","KILBOEPI_05710","","","","","","","MMGGOMGI_05189","",""
"group_1716","","hypothetical protein","2","2","1","1","4750","1","1657","","200","200","200","","","HAOMLHEB_04686","GMHKIMCO_04833","","","","","","",""
"group_1729","","hypothetical protein","2","2","1","1","4297","1","387","","842","1694","1268","","","HAOMLHEB_04441","GMHKIMCO_04400","","","","","","",""
"group_1734","","hypothetical protein","2","2","1","1","3922","1","950","","461","461","461","","","","","","FAHJDOHN_04890","PKFAGLNB_04951","","","",""
"group_1749","intA_1","Prophage integrase IntA","2","2","1","1","2776","1","170","","1259","1262","1260","","","","","FEMKLHDF_01232","","","","","COBIJBHN_01992",""
"group_175","","hypothetical protein","2","2","1","1","2717","19","20","","638","698","668","","KILBOEPI_05654","","","","","","","","COBIJBHN_05153",""
"group_1752","","hypothetical protein","2","2","1","1","3241","2","70","","224","224","224","","","","","FEMKLHDF_02449","","","","","COBIJBHN_00167",""
"group_1753","","hypothetical protein","2","2","1","1","3251","2","14","","194","194","194","","","","","FEMKLHDF_02458","","","","","COBIJBHN_00160",""
"virB","","hypothetical protein","2","2","1","1","819","1","591","","287","962","624","","","","","FEMKLHDF_04822","","","","","COBIJBHN_05054",""
"group_1784","","hypothetical protein","2","2","1","1","4492","1","2040","","296","296","296","","","","","FEMKLHDF_05004","","","","","COBIJBHN_04999",""
"group_1786","","hypothetical protein","2","2","1","1","3116","1","1308","","554","554","554","","","","","","FAHJDOHN_04939","PKFAGLNB_05005","","","",""
"group_18","","hypothetical protein","2","2","1","28","1","116","1","Investigate","461","680","570","","","","GMHKIMCO_05634","","","PKFAGLNB_05193","","","",""
"group_1804","","hypothetical protein","2","2","1","1","4452","1","360","","467","494","480","","","","","","","PKFAGLNB_04834","DHLPIOKO_05342","","",""
"group_1805","","hypothetical protein","2","2","1","1","3437","1","923","","632","701","666","","","","","","","PKFAGLNB_04944","DHLPIOKO_01861","","",""
"group_1806","","hypothetical protein","2","2","1","1","4301","1","380","","737","737","737","","","","","","","","DHLPIOKO_04240","MMGGOMGI_04775","",""
"group_1815","","hypothetical protein","2","2","1","1","4014","1","1832","","536","989","762","","","","","","","","","MMGGOMGI_05259","COBIJBHN_05195",""
"stbB","","Protein StbB","2","2","1","1","850","1","794","","350","353","351","","","","","","","","","","COBIJBHN_04628","MMKPNOMF_05077"
"group_185","intS_1","Prophage integrase IntS","2","2","1","1","168","","","","1259","1259","1259","","","","","","FAHJDOHN_01278","PKFAGLNB_01324","","","",""
"group_19","","hypothetical protein","2","2","1","84","1","545","1","Investigate","113","545","329","IFAABLLP_05548","","","","","","","DHLPIOKO_05455","","",""
"group_191","intA_4","Prophage integrase IntA","2","2","1","55","1","479","1","Investigate","749","749","749","","","","","","","","","MMGGOMGI_05342","","MMKPNOMF_05500"
"traI_2","","Multifunctional conjugation protein TraI","2","2","1","1","792","1","553","","1517","4697","3107","","","","","FEMKLHDF_04827","","","","","COBIJBHN_05063",""
"group_203","","hypothetical protein","2","2","1","1","4088","1","1926","","1361","1937","1649","","KILBOEPI_05571","","","","","","","","COBIJBHN_05062",""
"group_2034","","hypothetical protein","2","2","1","1","3055","2","19","","281","281","281","IFAABLLP_02141","","","","","","","DHLPIOKO_03111","","",""
"nohA_1","","Prophage DNA-packing protein NohA","2","2","1","1","3054","2","20","","542","542","542","IFAABLLP_02142","","","","","","","DHLPIOKO_03110","","",""
"group_2036","","hypothetical protein","2","2","1","1","3053","2","21","","413","413","413","IFAABLLP_02143","","","","","","","DHLPIOKO_03109","","",""
"group_2037","","hypothetical protein","2","2","1","1","3052","2","22","","335","335","335","IFAABLLP_02144","","","","","","","DHLPIOKO_03108","","",""
"group_2038","","hypothetical protein","2","2","1","1","3051","2","23","","1055","1055","1055","IFAABLLP_02145","","","","","","","DHLPIOKO_03107","","",""
"group_2039","","hypothetical protein","2","2","1","1","3050","2","24","","206","206","206","IFAABLLP_02146","","","","","","","DHLPIOKO_03106","","",""
"group_2040","","hypothetical protein","2","2","1","1","3304","2","26","","251","251","251","IFAABLLP_02150","","","","","","","DHLPIOKO_05368","","",""
